Type of Alert,Date,Time,Zone,Latitude,Longitude,city,state,year,month,yearmonth
Multiple Gunshots,11/14/2012,12:00:00,KansasCityMO,39.046,-94.572,Kansas City,MO,2012,11,155
Multiple Gunshots,11/14/2012,18:00:00,KansasCityMO,39.037,-94.552,Kansas City,MO,2012,11,155
Single Gunshot,11/14/2012,21:00:00,KansasCityMO,39.04,-94.541,Kansas City,MO,2012,11,155
Single Gunshot,11/15/2012,11:00:00,KansasCityMO,39.038,-94.56,Kansas City,MO,2012,11,155
Multiple Gunshots,11/15/2012,14:00:00,KansasCityMO,39.061,-94.555,Kansas City,MO,2012,11,155
Multiple Gunshots,11/15/2012,22:00:00,KansasCityMO,39.074,-94.57,Kansas City,MO,2012,11,155
Single Gunshot,11/16/2012,21:00:00,KansasCityMO,39.025,-94.565,Kansas City,MO,2012,11,155
Multiple Gunshots,11/17/2012,9:00:00,KansasCityMO,39.044,-94.553,Kansas City,MO,2012,11,155
Gunshot or Firecracker,11/17/2012,13:00:00,KansasCityMO,39.042,-94.569,Kansas City,MO,2012,11,155
Single Gunshot,11/17/2012,18:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2012,11,155
Single Gunshot,11/17/2012,19:00:00,KansasCityMO,39.041,-94.568,Kansas City,MO,2012,11,155
Single Gunshot,11/18/2012,1:00:00,KansasCityMO,39.059,-94.546,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,1:00:00,KansasCityMO,39.048,-94.554,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,1:00:00,KansasCityMO,39.056,-94.561,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,2:00:00,KansasCityMO,39.038,-94.549,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,13:00:00,KansasCityMO,39.057,-94.565,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,15:00:00,KansasCityMO,39.038,-94.565,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,15:00:00,KansasCityMO,39.04,-94.566,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,20:00:00,KansasCityMO,39.043,-94.545,Kansas City,MO,2012,11,155
Multiple Gunshots,11/18/2012,21:00:00,KansasCityMO,39.05,-94.564,Kansas City,MO,2012,11,155
Single Gunshot,11/20/2012,13:00:00,KansasCityMO,39.037,-94.568,Kansas City,MO,2012,11,155
Multiple Gunshots,11/20/2012,20:00:00,KansasCityMO,39.059,-94.559,Kansas City,MO,2012,11,155
Multiple Gunshots,11/20/2012,0:00:00,KansasCityMO,39.046,-94.546,Kansas City,MO,2012,11,155
Multiple Gunshots,11/20/2012,0:00:00,KansasCityMO,39.048,-94.546,Kansas City,MO,2012,11,155
Multiple Gunshots,11/20/2012,0:00:00,KansasCityMO,39.048,-94.546,Kansas City,MO,2012,11,155
Single Gunshot,11/21/2012,19:00:00,KansasCityMO,39.03,-94.55,Kansas City,MO,2012,11,155
Multiple Gunshots,11/21/2012,23:00:00,KansasCityMO,39.051,-94.547,Kansas City,MO,2012,11,155
Single Gunshot,11/22/2012,1:00:00,KansasCityMO,39.045,-94.547,Kansas City,MO,2012,11,155
Multiple Gunshots,11/23/2012,1:00:00,KansasCityMO,39.071,-94.566,Kansas City,MO,2012,11,155
Multiple Gunshots,11/23/2012,11:00:00,KansasCityMO,39.073,-94.557,Kansas City,MO,2012,11,155
Single Gunshot,11/23/2012,19:00:00,KansasCityMO,39.037,-94.571,Kansas City,MO,2012,11,155
Multiple Gunshots,11/23/2012,22:00:00,KansasCityMO,39.067,-94.569,Kansas City,MO,2012,11,155
Single Gunshot,11/23/2012,23:00:00,KansasCityMO,39.077,-94.558,Kansas City,MO,2012,11,155
Multiple Gunshots,11/24/2012,3:00:00,KansasCityMO,39.038,-94.572,Kansas City,MO,2012,11,155
Single Gunshot,11/24/2012,18:00:00,KansasCityMO,39.045,-94.57,Kansas City,MO,2012,11,155
Multiple Gunshots,11/24/2012,19:00:00,KansasCityMO,39.034,-94.565,Kansas City,MO,2012,11,155
Single Gunshot,11/24/2012,19:00:00,KansasCityMO,39.064,-94.559,Kansas City,MO,2012,11,155
Multiple Gunshots,11/24/2012,23:00:00,KansasCityMO,39.055,-94.551,Kansas City,MO,2012,11,155
Single Gunshot,11/25/2012,3:00:00,KansasCityMO,39.044,-94.569,Kansas City,MO,2012,11,155
Multiple Gunshots,11/27/2012,23:00:00,KansasCityMO,39.055,-94.557,Kansas City,MO,2012,11,155
Single Gunshot,11/28/2012,21:00:00,KansasCityMO,39.05,-94.572,Kansas City,MO,2012,11,155
Gunshot or Firecracker,11/29/2012,8:00:00,KansasCityMO,39.051,-94.583,Kansas City,MO,2012,11,155
Multiple Gunshots,11/29/2012,16:00:00,KansasCityMO,39.046,-94.568,Kansas City,MO,2012,11,155
Single Gunshot,11/29/2012,20:00:00,KansasCityMO,39.06,-94.554,Kansas City,MO,2012,11,155
Gunshot or Firecracker,11/30/2012,13:00:00,KansasCityMO,39.07,-94.578,Kansas City,MO,2012,11,155
Single Gunshot,11/30/2012,21:00:00,KansasCityMO,39.03,-94.556,Kansas City,MO,2012,11,155
Single Gunshot,12/1/2012,3:00:00,KansasCityMO,39.055,-94.579,Kansas City,MO,2012,12,156
Multiple Gunshots,12/1/2012,3:00:00,KansasCityMO,39.049,-94.579,Kansas City,MO,2012,12,156
Single Gunshot,12/1/2012,3:00:00,KansasCityMO,39.045,-94.571,Kansas City,MO,2012,12,156
Multiple Gunshots,12/1/2012,3:00:00,KansasCityMO,39.038,-94.566,Kansas City,MO,2012,12,156
Multiple Gunshots,12/1/2012,4:00:00,KansasCityMO,39.044,-94.562,Kansas City,MO,2012,12,156
Multiple Gunshots,12/2/2012,3:00:00,KansasCityMO,39.044,-94.588,Kansas City,MO,2012,12,156
Single Gunshot,12/2/2012,20:00:00,KansasCityMO,39.046,-94.54,Kansas City,MO,2012,12,156
Single Gunshot,12/3/2012,7:00:00,KansasCityMO,39.047,-94.568,Kansas City,MO,2012,12,156
Multiple Gunshots,12/3/2012,21:00:00,KansasCityMO,39.053,-94.563,Kansas City,MO,2012,12,156
Single Gunshot,12/4/2012,8:00:00,KansasCityMO,39.05,-94.558,Kansas City,MO,2012,12,156
Single Gunshot,12/4/2012,22:00:00,KansasCityMO,39.043,-94.57,Kansas City,MO,2012,12,156
Single Gunshot,12/4/2012,23:00:00,KansasCityMO,39.046,-94.566,Kansas City,MO,2012,12,156
Multiple Gunshots,12/4/2012,23:00:00,KansasCityMO,39.051,-94.566,Kansas City,MO,2012,12,156
Single Gunshot,12/5/2012,3:00:00,KansasCityMO,39.027,-94.566,Kansas City,MO,2012,12,156
Multiple Gunshots,12/5/2012,19:00:00,KansasCityMO,39.053,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/5/2012,19:00:00,KansasCityMO,39.053,-94.55,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,3:00:00,KansasCityMO,39.072,-94.554,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,3:00:00,KansasCityMO,39.07,-94.553,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,6:00:00,KansasCityMO,39.052,-94.579,Kansas City,MO,2012,12,156
Gunshot or Firecracker,12/8/2012,13:00:00,KansasCityMO,39.043,-94.558,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,19:00:00,KansasCityMO,39.038,-94.556,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,20:00:00,KansasCityMO,39.068,-94.568,Kansas City,MO,2012,12,156
Single Gunshot,12/8/2012,20:00:00,KansasCityMO,39.068,-94.568,Kansas City,MO,2012,12,156
Multiple Gunshots,12/8/2012,23:00:00,KansasCityMO,39.055,-94.547,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,2:00:00,KansasCityMO,39.057,-94.543,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,3:00:00,KansasCityMO,39.06,-94.56,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,3:00:00,KansasCityMO,39.036,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,3:00:00,KansasCityMO,39.036,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,3:00:00,KansasCityMO,39.039,-94.555,Kansas City,MO,2012,12,156
Multiple Gunshots,12/9/2012,3:00:00,KansasCityMO,39.063,-94.566,Kansas City,MO,2012,12,156
Single Gunshot,12/9/2012,14:00:00,KansasCityMO,39.043,-94.558,Kansas City,MO,2012,12,156
Single Gunshot,12/9/2012,17:00:00,KansasCityMO,39.065,-94.583,Kansas City,MO,2012,12,156
Multiple Gunshots,12/10/2012,7:00:00,KansasCityMO,39.058,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/10/2012,12:00:00,KansasCityMO,39.067,-94.57,Kansas City,MO,2012,12,156
Multiple Gunshots,12/10/2012,19:00:00,KansasCityMO,39.045,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/10/2012,21:00:00,KansasCityMO,39.055,-94.571,Kansas City,MO,2012,12,156
Gunshot or Firecracker,12/11/2012,12:00:00,KansasCityMO,39.061,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/11/2012,18:00:00,KansasCityMO,39.052,-94.567,Kansas City,MO,2012,12,156
Multiple Gunshots,12/11/2012,21:00:00,KansasCityMO,39.037,-94.565,Kansas City,MO,2012,12,156
Single Gunshot,12/12/2012,1:00:00,KansasCityMO,39.051,-94.555,Kansas City,MO,2012,12,156
Single Gunshot,12/12/2012,17:00:00,KansasCityMO,39.053,-94.572,Kansas City,MO,2012,12,156
Single Gunshot,12/12/2012,21:00:00,KansasCityMO,39.061,-94.564,Kansas City,MO,2012,12,156
Multiple Gunshots,12/13/2012,4:00:00,KansasCityMO,39.042,-94.545,Kansas City,MO,2012,12,156
Single Gunshot,12/13/2012,4:00:00,KansasCityMO,39.046,-94.564,Kansas City,MO,2012,12,156
Single Gunshot,12/13/2012,23:00:00,KansasCityMO,39.067,-94.561,Kansas City,MO,2012,12,156
Single Gunshot,12/14/2012,0:00:00,KansasCityMO,39.048,-94.571,Kansas City,MO,2012,12,156
Gunshot or Firecracker,12/14/2012,7:00:00,KansasCityMO,39.042,-94.545,Kansas City,MO,2012,12,156
Single Gunshot,12/14/2012,19:00:00,KansasCityMO,39.038,-94.548,Kansas City,MO,2012,12,156
Single Gunshot,12/14/2012,20:00:00,KansasCityMO,39.032,-94.565,Kansas City,MO,2012,12,156
Single Gunshot,12/14/2012,22:00:00,KansasCityMO,39.031,-94.558,Kansas City,MO,2012,12,156
Single Gunshot,12/15/2012,21:00:00,KansasCityMO,39.039,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/16/2012,1:00:00,KansasCityMO,39.055,-94.562,Kansas City,MO,2012,12,156
Single Gunshot,12/16/2012,3:00:00,KansasCityMO,39.054,-94.556,Kansas City,MO,2012,12,156
Single Gunshot,12/16/2012,12:00:00,KansasCityMO,39.042,-94.558,Kansas City,MO,2012,12,156
Gunshot or Firecracker,12/17/2012,13:00:00,KansasCityMO,39.061,-94.554,Kansas City,MO,2012,12,156
Single Gunshot,12/17/2012,17:00:00,KansasCityMO,39.031,-94.559,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,18:00:00,KansasCityMO,39.061,-94.554,Kansas City,MO,2012,12,156
Single Gunshot,12/17/2012,19:00:00,KansasCityMO,39.028,-94.563,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,20:00:00,KansasCityMO,39.048,-94.548,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,20:00:00,KansasCityMO,39.047,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,21:00:00,KansasCityMO,39.033,-94.561,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,21:00:00,KansasCityMO,39.033,-94.561,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,23:00:00,KansasCityMO,39.045,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/17/2012,23:00:00,KansasCityMO,39.047,-94.557,Kansas City,MO,2012,12,156
Single Gunshot,12/17/2012,23:00:00,KansasCityMO,39.053,-94.552,Kansas City,MO,2012,12,156
Single Gunshot,12/18/2012,2:00:00,KansasCityMO,39.038,-94.559,Kansas City,MO,2012,12,156
Single Gunshot,12/18/2012,2:00:00,KansasCityMO,39.035,-94.559,Kansas City,MO,2012,12,156
Single Gunshot,12/18/2012,17:00:00,KansasCityMO,39.061,-94.554,Kansas City,MO,2012,12,156
Single Gunshot,12/18/2012,20:00:00,KansasCityMO,39.078,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/18/2012,21:00:00,KansasCityMO,39.061,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/19/2012,1:00:00,KansasCityMO,39.034,-94.544,Kansas City,MO,2012,12,156
Single Gunshot,12/19/2012,15:00:00,KansasCityMO,39.071,-94.554,Kansas City,MO,2012,12,156
Multiple Gunshots,12/19/2012,16:00:00,KansasCityMO,39.069,-94.562,Kansas City,MO,2012,12,156
Single Gunshot,12/19/2012,21:00:00,KansasCityMO,39.045,-94.573,Kansas City,MO,2012,12,156
Multiple Gunshots,12/20/2012,5:00:00,KansasCityMO,39.062,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/20/2012,5:00:00,KansasCityMO,39.063,-94.552,Kansas City,MO,2012,12,156
Gunshot or Firecracker,12/21/2012,11:00:00,KansasCityMO,39.065,-94.57,Kansas City,MO,2012,12,156
Single Gunshot,12/21/2012,22:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/22/2012,3:00:00,KansasCityMO,39.064,-94.55,Kansas City,MO,2012,12,156
Multiple Gunshots,12/22/2012,20:00:00,KansasCityMO,39.06,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/22/2012,20:00:00,KansasCityMO,39.058,-94.552,Kansas City,MO,2012,12,156
Single Gunshot,12/22/2012,20:00:00,KansasCityMO,39.057,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/22/2012,20:00:00,KansasCityMO,39.057,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/22/2012,22:00:00,KansasCityMO,39.071,-94.562,Kansas City,MO,2012,12,156
Multiple Gunshots,12/23/2012,3:00:00,KansasCityMO,39.042,-94.545,Kansas City,MO,2012,12,156
Single Gunshot,12/23/2012,4:00:00,KansasCityMO,39.072,-94.554,Kansas City,MO,2012,12,156
Multiple Gunshots,12/23/2012,6:00:00,KansasCityMO,39.055,-94.536,Kansas City,MO,2012,12,156
Single Gunshot,12/23/2012,6:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/23/2012,18:00:00,KansasCityMO,39.052,-94.556,Kansas City,MO,2012,12,156
Single Gunshot,12/23/2012,22:00:00,KansasCityMO,39.062,-94.554,Kansas City,MO,2012,12,156
Single Gunshot,12/23/2012,23:00:00,KansasCityMO,39.039,-94.559,Kansas City,MO,2012,12,156
Single Gunshot,12/23/2012,23:00:00,KansasCityMO,39.039,-94.56,Kansas City,MO,2012,12,156
Multiple Gunshots,12/24/2012,17:00:00,KansasCityMO,39.07,-94.563,Kansas City,MO,2012,12,156
Multiple Gunshots,12/24/2012,19:00:00,KansasCityMO,39.056,-94.56,Kansas City,MO,2012,12,156
Multiple Gunshots,12/24/2012,19:00:00,KansasCityMO,39.071,-94.555,Kansas City,MO,2012,12,156
Single Gunshot,12/24/2012,19:00:00,KansasCityMO,39.058,-94.55,Kansas City,MO,2012,12,156
Single Gunshot,12/24/2012,23:00:00,KansasCityMO,39.045,-94.563,Kansas City,MO,2012,12,156
Single Gunshot,12/25/2012,1:00:00,KansasCityMO,39.05,-94.55,Kansas City,MO,2012,12,156
Single Gunshot,12/25/2012,1:00:00,KansasCityMO,39.05,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/25/2012,4:00:00,KansasCityMO,39.061,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/25/2012,4:00:00,KansasCityMO,39.061,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/25/2012,12:00:00,KansasCityMO,39.059,-94.557,Kansas City,MO,2012,12,156
Single Gunshot,12/25/2012,22:00:00,KansasCityMO,39.047,-94.569,Kansas City,MO,2012,12,156
Multiple Gunshots,12/27/2012,11:00:00,KansasCityMO,39.067,-94.569,Kansas City,MO,2012,12,156
Single Gunshot,12/28/2012,14:00:00,KansasCityMO,39.075,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/28/2012,20:00:00,KansasCityMO,39.045,-94.569,Kansas City,MO,2012,12,156
Multiple Gunshots,12/29/2012,6:00:00,KansasCityMO,39.046,-94.57,Kansas City,MO,2012,12,156
Multiple Gunshots,12/29/2012,8:00:00,KansasCityMO,39.045,-94.57,Kansas City,MO,2012,12,156
Multiple Gunshots,12/29/2012,23:00:00,KansasCityMO,39.036,-94.555,Kansas City,MO,2012,12,156
Multiple Gunshots,12/30/2012,0:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2012,12,156
Multiple Gunshots,12/30/2012,0:00:00,KansasCityMO,39.052,-94.554,Kansas City,MO,2012,12,156
Multiple Gunshots,12/30/2012,7:00:00,KansasCityMO,39.056,-94.564,Kansas City,MO,2012,12,156
Multiple Gunshots,12/30/2012,7:00:00,KansasCityMO,39.057,-94.564,Kansas City,MO,2012,12,156
Multiple Gunshots,12/30/2012,14:00:00,KansasCityMO,39.064,-94.559,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,3:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,4:00:00,KansasCityMO,39.044,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,4:00:00,KansasCityMO,39.044,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,4:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,17:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,17:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,19:00:00,KansasCityMO,39.065,-94.547,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,19:00:00,KansasCityMO,39.06,-94.547,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,20:00:00,KansasCityMO,39.062,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,20:00:00,KansasCityMO,39.058,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,20:00:00,KansasCityMO,39.059,-94.55,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,20:00:00,KansasCityMO,39.052,-94.549,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,20:00:00,KansasCityMO,39.061,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,21:00:00,KansasCityMO,39.063,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,21:00:00,KansasCityMO,39.051,-94.561,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,21:00:00,KansasCityMO,39.053,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,22:00:00,KansasCityMO,39.059,-94.56,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,22:00:00,KansasCityMO,39.053,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,22:00:00,KansasCityMO,39.062,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,22:00:00,KansasCityMO,39.044,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,22:00:00,KansasCityMO,39.061,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.062,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.058,-94.562,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.044,-94.55,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.058,-94.553,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2012,12,156
Single Gunshot,12/31/2012,23:00:00,KansasCityMO,39.046,-94.569,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.057,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,23:00:00,KansasCityMO,39.043,-94.568,Kansas City,MO,2012,12,156
Single Gunshot,12/31/2012,0:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.059,-94.556,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.072,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.073,-94.557,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.072,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.072,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.073,-94.558,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.071,-94.559,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.072,-94.559,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.051,-94.551,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.052,-94.554,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.037,-94.566,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.063,-94.546,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.037,-94.568,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.037,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.055,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.059,-94.564,Kansas City,MO,2012,12,156
Multiple Gunshots,12/31/2012,0:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2012,12,156
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.064,-94.555,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.064,-94.555,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.069,-94.559,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.058,-94.569,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.058,-94.568,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.057,-94.567,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.046,-94.578,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.066,-94.557,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.064,-94.554,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.052,-94.566,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.072,-94.559,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.071,-94.557,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.072,-94.558,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.042,-94.553,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.064,-94.554,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.064,-94.566,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.066,-94.555,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.041,-94.555,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.06,-94.557,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.076,-94.557,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.077,-94.557,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.05,-94.572,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.065,-94.566,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.042,-94.558,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.063,-94.555,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2013,1,157
Multiple Gunshots,1/1/2013,0:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2013,1,157
